日付,始値,高値,安値,終値
2022年04月25日 21:00,128.163,128.218,127.999,128.127
2022年04月25日 21:10,128.127,128.225,128.113,128.212
2022年04月25日 21:20,128.21,128.266,128.101,128.162
2022年04月25日 21:30,128.162,128.181,128.051,128.124
2022年04月25日 21:40,128.123,128.215,128.09,128.157
2022年04月25日 21:50,128.158,128.197,128.102,128.157
2022年04月25日 22:00,128.157,128.275,128.153,128.249
2022年04月25日 22:10,128.249,128.264,128.163,128.173
2022年04月25日 22:20,128.172,128.187,128.016,128.084
2022年04月25日 22:30,128.083,128.091,127.866,127.963
2022年04月25日 22:40,127.964,127.983,127.726,127.755
2022年04月25日 22:50,127.757,127.829,127.606,127.655
2022年04月25日 23:00,127.657,127.776,127.649,127.678
2022年04月25日 23:10,127.677,127.805,127.62,127.789
2022年04月25日 23:20,127.789,127.951,127.76,127.908
2022年04月25日 23:30,127.909,127.997,127.875,127.975
2022年04月25日 23:40,127.976,128.012,127.844,127.862
2022年04月25日 23:50,127.863,127.943,127.831,127.857
2022年04月26日 00:00,127.856,127.899,127.817,127.817
2022年04月26日 00:10,127.817,127.829,127.669,127.683
2022年04月26日 00:20,127.684,127.722,127.625,127.665
2022年04月26日 00:30,127.665,127.707,127.527,127.532
2022年04月26日 00:40,127.532,127.609,127.532,127.546
2022年04月26日 00:50,127.546,127.669,127.517,127.667
2022年04月26日 01:00,127.668,127.676,127.553,127.609
2022年04月26日 01:10,127.609,127.625,127.558,127.623
2022年04月26日 01:20,127.623,127.747,127.623,127.731
2022年04月26日 01:30,127.731,127.743,127.687,127.732
2022年04月26日 01:40,127.731,127.741,127.679,127.732
2022年04月26日 01:50,127.732,127.755,127.675,127.69
2022年04月26日 02:00,127.69,127.776,127.687,127.762
2022年04月26日 02:10,127.762,127.848,127.76,127.828
2022年04月26日 02:20,127.828,127.859,127.782,127.847
2022年04月26日 02:30,127.847,127.86,127.791,127.806
2022年04月26日 02:40,127.806,127.847,127.777,127.819
2022年04月26日 02:50,127.819,127.848,127.795,127.846
2022年04月26日 03:00,127.847,127.851,127.831,127.832
2022年04月26日 03:00,127.847,127.862,127.824,127.859
2022年04月26日 03:10,127.859,127.921,127.838,127.918
2022年04月26日 03:20,127.919,127.953,127.903,127.942
2022年04月26日 03:30,127.942,127.969,127.92,127.936
2022年04月26日 03:40,127.92,128.003,127.92,127.986
2022年04月26日 03:50,127.987,128.027,127.965,128.025
2022年04月26日 04:00,128.025,128.032,127.883,127.94
2022年04月26日 04:10,127.94,128.039,127.928,128.033
2022年04月26日 04:20,128.038,128.039,127.973,127.993
2022年04月26日 04:30,127.993,128.096,127.98,128.06
2022年04月26日 04:40,128.06,128.06,127.983,128.007
2022年04月26日 04:50,128.009,128.033,127.995,128.014
2022年04月26日 05:00,128.014,128.048,128.012,128.048
2022年04月26日 05:10,128.048,128.079,128.038,128.04
2022年04月26日 05:20,128.04,128.116,128.029,128.104
2022年04月26日 05:30,128.104,128.104,128.042,128.076
2022年04月26日 05:40,128.077,128.106,128.068,128.104
2022年04月26日 05:50,128.104,128.132,128.098,128.131
2022年04月26日 06:00,128.13,128.144,128.117,128.144
2022年04月26日 06:10,128.135,128.16,128.057,128.132
2022年04月26日 06:20,128.133,128.133,128.118,128.129
2022年04月26日 06:30,128.129,128.131,128.106,128.12
2022年04月26日 06:40,128.111,128.145,128.11,128.135
2022年04月26日 06:50,128.13,128.19,128.125,128.135
2022年04月26日 07:00,128.138,128.212,128.093,128.104
2022年04月26日 07:10,128.102,128.144,128.091,128.124
2022年04月26日 07:20,128.124,128.13,128.033,128.077
2022年04月26日 07:30,128.077,128.077,127.935,127.964
2022年04月26日 07:40,127.964,128.0,127.93,127.996
2022年04月26日 07:50,127.998,128.041,127.975,127.981
2022年04月26日 08:00,127.981,128.057,127.978,128.032
2022年04月26日 08:10,128.032,128.065,128.024,128.037
2022年04月26日 08:20,128.037,128.044,127.994,128.013
2022年04月26日 08:30,128.012,128.056,127.998,128.003
2022年04月26日 08:40,128.003,128.011,127.788,127.823
2022年04月26日 08:50,127.822,127.855,127.73,127.771
2022年04月26日 09:00,127.771,127.825,127.567,127.59
2022年04月26日 09:10,127.589,127.656,127.551,127.588
2022年04月26日 09:20,127.588,127.678,127.346,127.414
2022年04月26日 09:30,127.416,127.502,127.355,127.47
2022年04月26日 09:40,127.467,127.603,127.378,127.55
2022年04月26日 09:50,127.546,127.633,127.46,127.594
2022年04月26日 10:00,127.595,127.605,127.468,127.514
2022年04月26日 10:10,127.514,127.584,127.378,127.454
2022年04月26日 10:20,127.454,127.663,127.442,127.612
2022年04月26日 10:30,127.612,127.672,127.533,127.533
2022年04月26日 10:40,127.534,127.569,127.407,127.47
2022年04月26日 10:50,127.47,127.58,127.453,127.531
2022年04月26日 11:00,127.531,127.554,127.484,127.504
2022年04月26日 11:10,127.503,127.549,127.453,127.476
2022年04月26日 11:20,127.476,127.542,127.468,127.484
2022年04月26日 11:30,127.485,127.696,127.449,127.674
2022年04月26日 11:40,127.675,127.788,127.66,127.716
2022年04月26日 11:50,127.716,127.821,127.703,127.799
2022年04月26日 12:00,127.799,127.886,127.765,127.836
2022年04月26日 12:10,127.836,127.928,127.801,127.912
2022年04月26日 12:20,127.911,128.014,127.892,127.965
2022年04月26日 12:30,127.966,128.004,127.889,127.948
2022年04月26日 12:40,127.948,128.086,127.928,128.059
2022年04月26日 12:50,128.06,128.064,127.991,128.02
2022年04月26日 13:00,128.02,128.177,127.995,128.108
2022年04月26日 13:10,128.108,128.126,128.053,128.059
2022年04月26日 13:20,128.059,128.093,128.042,128.068
2022年04月26日 13:30,128.068,128.101,128.011,128.018
2022年04月26日 13:40,128.018,128.08,128.009,128.076
2022年04月26日 13:50,128.075,128.132,128.071,128.1
2022年04月26日 14:00,128.1,128.199,128.088,128.194
2022年04月26日 14:10,128.193,128.197,128.088,128.115
2022年04月26日 14:20,128.117,128.162,128.044,128.047
2022年04月26日 14:30,128.047,128.075,127.885,127.944
2022年04月26日 14:40,127.945,128.044,127.92,128.041
2022年04月26日 14:50,128.041,128.041,128.038,128.04
2022年04月26日 14:50,128.041,128.064,127.961,127.964
2022年04月26日 15:00,127.964,128.004,127.84,127.934
2022年04月26日 15:10,127.933,127.987,127.885,127.908
2022年04月26日 15:20,127.908,127.923,127.81,127.824
2022年04月26日 15:30,127.824,127.902,127.82,127.841
2022年04月26日 15:40,127.841,127.843,127.722,127.748
2022年04月26日 15:50,127.748,127.89,127.737,127.878
2022年04月26日 16:00,127.878,128.017,127.831,127.937
2022年04月26日 16:10,127.936,127.938,127.757,127.824
2022年04月26日 16:20,127.824,127.847,127.727,127.777
2022年04月26日 16:30,127.776,127.879,127.709,127.78
2022年04月26日 16:40,127.779,127.864,127.776,127.843
2022年04月26日 16:50,127.843,127.953,127.834,127.887
2022年04月26日 17:00,127.888,127.919,127.846,127.888
2022年04月26日 17:10,127.888,128.008,127.888,127.998
2022年04月26日 17:20,127.997,128.05,127.914,127.939
2022年04月26日 17:30,127.939,127.956,127.872,127.938
2022年04月26日 17:40,127.939,127.944,127.797,127.833
2022年04月26日 17:50,127.833,127.87,127.797,127.867
2022年04月26日 18:00,127.867,127.927,127.805,127.807
2022年04月26日 18:10,127.807,127.832,127.742,127.815
2022年04月26日 18:20,127.815,127.821,127.748,127.767
2022年04月26日 18:30,127.767,127.769,127.675,127.753
2022年04月26日 18:40,127.752,127.82,127.716,127.794
2022年04月26日 18:50,127.793,127.836,127.75,127.821
2022年04月26日 19:00,127.821,127.854,127.808,127.847
2022年04月26日 19:10,127.847,127.867,127.755,127.765
2022年04月26日 19:20,127.768,127.773,127.705,127.732
2022年04月26日 19:30,127.731,127.774,127.709,127.723
2022年04月26日 19:40,127.723,127.795,127.691,127.778
2022年04月26日 19:50,127.778,127.795,127.701,127.717
2022年04月26日 20:00,127.717,127.725,127.631,127.704
2022年04月26日 20:10,127.704,127.713,127.616,127.633
2022年04月26日 20:20,127.633,127.651,127.518,127.541
2022年04月26日 20:30,127.541,127.618,127.504,127.59
2022年04月26日 20:40,127.592,127.63,127.553,127.589
2022年04月26日 20:50,127.589,127.62,127.483,127.542
2022年04月26日 21:00,127.543,127.602,127.508,127.561
2022年04月26日 21:10,127.561,127.568,127.466,127.513
2022年04月26日 21:20,127.514,127.568,127.477,127.493
2022年04月26日 21:30,127.492,127.537,127.35,127.42
2022年04月26日 21:40,127.415,127.422,127.207,127.278
2022年04月26日 21:50,127.278,127.34,127.178,127.212
2022年04月26日 22:00,127.212,127.235,127.131,127.16
2022年04月26日 22:10,127.159,127.369,127.116,127.273
2022年04月26日 22:20,127.273,127.29,127.114,127.234
2022年04月26日 22:30,127.234,127.253,127.126,127.155
2022年04月26日 22:40,127.155,127.172,127.019,127.083
2022年04月26日 22:50,127.085,127.177,127.046,127.157
2022年04月26日 23:00,127.155,127.293,127.142,127.262
2022年04月26日 23:10,127.262,127.323,127.174,127.205
2022年04月26日 23:20,127.206,127.345,127.183,127.319
2022年04月26日 23:30,127.319,127.333,127.214,127.238
2022年04月26日 23:40,127.238,127.283,127.168,127.191
2022年04月26日 23:50,127.191,127.217,127.132,127.168
2022年04月27日 00:00,127.168,127.202,127.117,127.152
2022年04月27日 00:10,127.152,127.31,127.152,127.298
2022年04月27日 00:20,127.298,127.382,127.289,127.376
2022年04月27日 00:30,127.376,127.453,127.351,127.437
2022年04月27日 00:40,127.436,127.448,127.359,127.383
2022年04月27日 00:50,127.383,127.387,127.338,127.368
2022年04月27日 01:00,127.367,127.499,127.345,127.482
2022年04月27日 01:10,127.482,127.541,127.459,127.508
2022年04月27日 01:20,127.508,127.535,127.445,127.458
2022年04月27日 01:30,127.457,127.495,127.438,127.475
2022年04月27日 01:40,127.474,127.527,127.47,127.478
2022年04月27日 01:50,127.48,127.522,127.453,127.521
2022年04月27日 02:00,127.521,127.522,127.417,127.508
2022年04月27日 02:10,127.508,127.509,127.443,127.454
2022年04月27日 02:20,127.454,127.477,127.423,127.439
2022年04月27日 02:30,127.439,127.482,127.437,127.463
2022年04月27日 02:40,127.462,127.504,127.452,127.501
2022年04月27日 02:50,127.501,127.585,127.491,127.572
2022年04月27日 03:00,127.573,127.575,127.573,127.575
2022年04月27日 03:00,127.573,127.588,127.535,127.553
2022年04月27日 03:10,127.553,127.589,127.544,127.578
2022年04月27日 03:20,127.579,127.596,127.561,127.574
2022年04月27日 03:30,127.574,127.632,127.566,127.61
2022年04月27日 03:40,127.609,127.633,127.577,127.59
2022年04月27日 03:50,127.59,127.603,127.565,127.576
2022年04月27日 04:00,127.577,127.64,127.571,127.637
2022年04月27日 04:10,127.637,127.682,127.561,127.57
2022年04月27日 04:20,127.57,127.583,127.545,127.562
2022年04月27日 04:30,127.562,127.565,127.495,127.525
2022年04月27日 04:40,127.526,127.546,127.473,127.48
2022年04月27日 04:50,127.479,127.519,127.412,127.423
2022年04月27日 05:00,127.424,127.452,127.364,127.368
2022年04月27日 05:10,127.362,127.378,127.296,127.374
2022年04月27日 05:20,127.374,127.374,127.273,127.273
2022年04月27日 05:30,127.274,127.302,127.236,127.287
2022年04月27日 05:40,127.288,127.289,127.224,127.24
2022年04月27日 05:50,127.239,127.246,127.197,127.219
2022年04月27日 06:00,127.219,127.228,127.219,127.226
2022年04月27日 06:10,127.227,127.227,127.17,127.198
2022年04月27日 06:20,127.198,127.23,127.175,127.229
2022年04月27日 06:30,127.218,127.23,127.178,127.203
2022年04月27日 06:40,127.203,127.203,127.186,127.19
2022年04月27日 06:50,127.189,127.198,127.177,127.188
2022年04月27日 07:00,127.188,127.219,126.943,127.053
2022年04月27日 07:10,127.053,127.119,127.02,127.084
2022年04月27日 07:20,127.083,127.203,127.083,127.198
2022年04月27日 07:30,127.198,127.201,127.128,127.146
2022年04月27日 07:40,127.146,127.16,127.068,127.08
2022年04月27日 07:50,127.08,127.117,127.053,127.098
2022年04月27日 08:00,127.097,127.28,127.097,127.271
2022年04月27日 08:10,127.271,127.271,127.199,127.24
2022年04月27日 08:20,127.24,127.299,127.233,127.262
2022年04月27日 08:30,127.262,127.294,127.219,127.223
2022年04月27日 08:40,127.224,127.247,127.136,127.156
2022年04月27日 08:50,127.157,127.283,127.145,127.263
2022年04月27日 09:00,127.263,127.378,127.238,127.347
2022年04月27日 09:10,127.348,127.434,127.267,127.404
2022年04月27日 09:20,127.405,127.444,127.33,127.34
2022年04月27日 09:30,127.339,127.43,127.325,127.399
2022年04月27日 09:40,127.4,127.429,127.359,127.422
2022年04月27日 09:50,127.427,127.624,127.427,127.542
2022年04月27日 10:00,127.542,127.624,127.51,127.582
2022年04月27日 10:10,127.582,127.621,127.495,127.542
2022年04月27日 10:20,127.541,127.593,127.522,127.557
2022年04月27日 10:30,127.557,127.568,127.465,127.554
2022年04月27日 10:40,127.554,127.595,127.537,127.567
2022年04月27日 10:50,127.567,127.567,127.468,127.475
2022年04月27日 11:00,127.474,127.49,127.357,127.383
2022年04月27日 11:10,127.382,127.444,127.371,127.431
2022年04月27日 11:20,127.432,127.49,127.409,127.458
2022年04月27日 11:30,127.459,127.498,127.425,127.497
2022年04月27日 11:40,127.497,127.551,127.466,127.526
2022年04月27日 11:50,127.527,127.785,127.518,127.785
2022年04月27日 12:00,127.783,127.784,127.699,127.738
2022年04月27日 12:10,127.738,127.802,127.69,127.701
2022年04月27日 12:20,127.699,127.762,127.68,127.729
2022年04月27日 12:30,127.729,127.798,127.705,127.762
2022年04月27日 12:40,127.761,127.823,127.688,127.711
2022年04月27日 12:50,127.71,127.741,127.672,127.715
2022年04月27日 13:00,127.715,127.754,127.679,127.714
2022年04月27日 13:10,127.715,127.763,127.709,127.759
2022年04月27日 13:20,127.759,127.791,127.639,127.644
2022年04月27日 13:30,127.645,127.698,127.624,127.682
2022年04月27日 13:40,127.682,127.712,127.601,127.603
2022年04月27日 13:50,127.602,127.686,127.597,127.647
2022年04月27日 14:00,127.647,127.658,127.622,127.656
2022年04月27日 14:10,127.656,127.673,127.56,127.564
2022年04月27日 14:20,127.563,127.576,127.481,127.531
2022年04月27日 14:30,127.531,127.661,127.525,127.628
2022年04月27日 14:40,127.628,127.689,127.612,127.661
2022年04月27日 14:50,127.661,127.761,127.659,127.71
2022年04月27日 15:00,127.712,127.728,127.712,127.728
2022年04月27日 15:00,127.712,127.923,127.693,127.903
2022年04月27日 15:10,127.903,127.94,127.815,127.886
2022年04月27日 15:20,127.886,128.001,127.886,127.978
2022年04月27日 15:30,127.978,128.097,127.918,128.035
2022年04月27日 15:40,128.035,128.066,127.957,127.985
2022年04月27日 15:50,127.985,127.998,127.933,127.933
2022年04月27日 16:00,127.934,127.978,127.863,127.887
2022年04月27日 16:10,127.888,127.899,127.795,127.831
2022年04月27日 16:20,127.831,127.862,127.763,127.771
2022年04月27日 16:30,127.769,127.879,127.724,127.866
2022年04月27日 16:40,127.867,127.876,127.776,127.868
2022年04月27日 16:50,127.868,127.999,127.861,127.985
2022年04月27日 17:00,127.985,127.999,127.913,127.924
2022年04月27日 17:10,127.925,127.959,127.891,127.9
2022年04月27日 17:20,127.9,127.908,127.781,127.823
2022年04月27日 17:30,127.825,127.926,127.794,127.917
2022年04月27日 17:40,127.918,127.992,127.866,127.916
2022年04月27日 17:50,127.916,127.968,127.868,127.962
2022年04月27日 18:00,127.96,127.982,127.897,127.9
2022年04月27日 18:10,127.898,127.948,127.869,127.931
2022年04月27日 18:20,127.93,127.95,127.826,127.839
2022年04月27日 18:30,127.84,127.847,127.792,127.822
2022年04月27日 18:40,127.822,127.866,127.816,127.838
2022年04月27日 18:50,127.839,127.921,127.833,127.91
2022年04月27日 19:00,127.909,127.994,127.904,127.99
2022年04月27日 19:10,127.99,127.994,127.9,127.962
2022年04月27日 19:20,127.962,127.962,127.814,127.828
2022年04月27日 19:30,127.828,127.875,127.796,127.842
2022年04月27日 19:40,127.842,127.888,127.788,127.853
2022年04月27日 19:50,127.853,127.937,127.853,127.919
2022年04月27日 20:00,127.918,127.933,127.889,127.896
2022年04月27日 20:10,127.896,127.975,127.893,127.93
2022年04月27日 20:20,127.931,128.06,127.907,127.964
2022年04月27日 20:30,127.962,128.089,127.955,128.053
2022年04月27日 20:40,128.051,128.194,128.021,128.118
2022年04月27日 20:50,128.118,128.153,128.048,128.056
2022年04月27日 21:00,128.056,128.115,128.051,128.062
2022年04月27日 21:10,128.062,128.089,128.012,128.069
2022年04月27日 21:20,128.069,128.152,128.055,128.099
2022年04月27日 21:30,128.104,128.109,127.998,128.021
2022年04月27日 21:40,128.021,128.021,127.914,127.965
2022年04月27日 21:50,127.965,128.069,127.965,128.066
2022年04月27日 22:00,128.066,128.101,128.027,128.07
2022年04月27日 22:10,128.07,128.152,128.06,128.087
2022年04月27日 22:20,128.086,128.167,128.063,128.133
2022年04月27日 22:30,128.133,128.231,128.07,128.081
2022年04月27日 22:40,128.081,128.216,128.068,128.193
2022年04月27日 22:50,128.192,128.201,128.064,128.127
2022年04月27日 23:00,128.127,128.163,127.941,127.949
2022年04月27日 23:10,127.949,128.035,127.907,128.029
2022年04月27日 23:20,128.028,128.094,128.018,128.056
2022年04月27日 23:30,128.061,128.136,128.002,128.129
2022年04月27日 23:40,128.129,128.188,128.106,128.18
2022年04月27日 23:50,128.18,128.324,128.172,128.315
2022年04月28日 00:00,128.314,128.399,128.292,128.367
2022年04月28日 00:10,128.367,128.407,128.34,128.383
2022年04月28日 00:20,128.382,128.476,128.347,128.474
2022年04月28日 00:30,128.474,128.585,128.465,128.533
2022年04月28日 00:40,128.532,128.543,128.473,128.538
2022年04月28日 00:50,128.538,128.54,128.426,128.445
2022年04月28日 01:00,128.445,128.451,128.365,128.397
2022年04月28日 01:10,128.397,128.443,128.317,128.34
2022年04月28日 01:20,128.34,128.386,128.322,128.367
2022年04月28日 01:30,128.367,128.401,128.352,128.376
2022年04月28日 01:40,128.378,128.386,128.234,128.234
2022年04月28日 01:50,128.234,128.272,128.217,128.27
2022年04月28日 02:00,128.271,128.302,128.228,128.239
2022年04月28日 02:10,128.239,128.324,128.211,128.316
2022年04月28日 02:20,128.316,128.321,128.252,128.303
2022年04月28日 02:30,128.302,128.31,128.259,128.267
2022年04月28日 02:40,128.267,128.327,128.256,128.319
2022年04月28日 02:50,128.32,128.332,128.227,128.241
2022年04月28日 03:00,128.242,128.244,128.241,128.243
2022年04月28日 03:00,128.242,128.252,128.2,128.208
2022年04月28日 03:10,128.207,128.257,128.194,128.223
2022年04月28日 03:20,128.222,128.314,128.221,128.297
2022年04月28日 03:30,128.297,128.336,128.277,128.326
2022年04月28日 03:40,128.326,128.333,128.27,128.302
2022年04月28日 03:50,128.302,128.354,128.293,128.333
2022年04月28日 04:00,128.333,128.339,128.232,128.271
2022年04月28日 04:10,128.271,128.307,128.268,128.299
2022年04月28日 04:20,128.3,128.346,128.289,128.341
2022年04月28日 04:30,128.34,128.355,128.317,128.348
2022年04月28日 04:40,128.348,128.373,128.314,128.337
2022年04月28日 04:50,128.336,128.365,128.299,128.305
2022年04月28日 05:00,128.306,128.382,128.302,128.373
2022年04月28日 05:10,128.372,128.404,128.347,128.403
2022年04月28日 05:20,128.402,128.403,128.348,128.361
2022年04月28日 05:30,128.361,128.387,128.356,128.379
2022年04月28日 05:40,128.379,128.439,128.375,128.438
2022年04月28日 05:50,128.438,128.442,128.398,128.418
2022年04月28日 06:00,128.418,128.419,128.415,128.416
2022年04月28日 06:10,128.41,128.429,128.409,128.42
2022年04月28日 06:20,128.418,128.43,128.413,128.43
2022年04月28日 06:30,128.43,128.435,128.42,128.435
2022年04月28日 06:40,128.435,128.44,128.42,128.43
2022年04月28日 06:50,128.431,128.475,128.425,128.47
2022年04月28日 07:00,128.478,128.482,128.41,128.417
2022年04月28日 07:10,128.415,128.422,128.324,128.358
2022年04月28日 07:20,128.36,128.401,128.351,128.382
2022年04月28日 07:30,128.382,128.44,128.382,128.435
2022年04月28日 07:40,128.434,128.471,128.431,128.463
2022年04月28日 07:50,128.463,128.548,128.455,128.518
2022年04月28日 08:00,128.518,128.549,128.465,128.5
2022年04月28日 08:10,128.5,128.527,128.472,128.479
2022年04月28日 08:20,128.475,128.541,128.47,128.481
2022年04月28日 08:30,128.482,128.502,128.472,128.479
2022年04月28日 08:40,128.479,128.479,128.393,128.409
2022年04月28日 08:50,128.409,128.452,128.376,128.44
2022年04月28日 09:00,128.44,128.519,128.349,128.462
2022年04月28日 09:10,128.463,128.521,128.408,128.466
2022年04月28日 09:20,128.466,128.558,128.427,128.529
2022年04月28日 09:30,128.529,128.648,128.503,128.617
2022年04月28日 09:40,128.617,128.686,128.602,128.651
2022年04月28日 09:50,128.651,128.841,128.649,128.813
2022年04月28日 10:00,128.814,128.893,128.794,128.856
2022年04月28日 10:10,128.859,128.885,128.736,128.779
2022年04月28日 10:20,128.779,128.785,128.689,128.743
2022年04月28日 10:30,128.742,128.793,128.685,128.779
2022年04月28日 10:40,128.78,128.798,128.656,128.69
2022年04月28日 10:50,128.691,128.743,128.671,128.699
2022年04月28日 11:00,128.699,128.75,128.644,128.74
2022年04月28日 11:10,128.74,128.78,128.724,128.732
2022年04月28日 11:20,128.742,128.743,128.668,128.682
2022年04月28日 11:30,128.682,128.713,128.641,128.672
2022年04月28日 11:40,128.673,128.727,128.663,128.7
2022年04月28日 11:50,128.701,128.726,128.641,128.682
2022年04月28日 12:00,128.683,128.992,128.618,128.966
2022年04月28日 12:10,128.985,129.667,128.891,129.638
2022年04月28日 12:20,129.641,129.865,129.636,129.741
2022年04月28日 12:30,129.74,129.798,129.586,129.695
2022年04月28日 12:40,129.695,129.695,129.522,129.691
2022年04月28日 12:50,129.691,129.743,129.591,129.698
2022年04月28日 13:00,129.698,129.724,129.55,129.632
2022年04月28日 13:10,129.631,129.694,129.587,129.644
2022年04月28日 13:20,129.644,129.887,129.616,129.812
2022年04月28日 13:30,129.812,129.878,129.734,129.748
2022年04月28日 13:40,129.748,129.749,129.646,129.731
2022年04月28日 13:50,129.729,129.897,129.706,129.839
2022年04月28日 14:00,129.839,129.897,129.775,129.889
2022年04月28日 14:10,129.89,129.897,129.823,129.871
2022年04月28日 14:20,129.871,129.897,129.847,129.875
2022年04月28日 14:30,129.875,130.099,129.838,130.074
2022年04月28日 14:40,130.074,130.272,129.894,129.901
2022年04月28日 14:50,129.901,129.94,129.901,129.92
2022年04月28日 14:50,129.901,130.109,129.851,130.03
2022年04月28日 15:00,130.022,130.107,129.954,130.045
2022年04月28日 15:10,130.048,130.118,129.988,130.062
2022年04月28日 15:20,130.059,130.195,130.035,130.104
2022年04月28日 15:30,130.104,130.226,130.039,130.178
2022年04月28日 15:40,130.178,130.245,130.061,130.187
2022年04月28日 15:50,130.19,130.662,130.19,130.525
2022年04月28日 16:00,130.525,130.547,130.356,130.381
2022年04月28日 16:10,130.383,130.394,129.958,130.083
2022年04月28日 16:20,130.082,130.301,130.066,130.239
2022年04月28日 16:30,130.24,130.36,130.205,130.232
2022年04月28日 16:40,130.233,130.568,130.224,130.524
2022年04月28日 16:50,130.523,130.697,130.512,130.589
2022年04月28日 17:00,130.589,130.752,130.55,130.646
2022年04月28日 17:10,130.647,130.682,130.548,130.628
2022年04月28日 17:20,130.63,130.74,130.63,130.708
2022年04月28日 17:30,130.708,130.747,130.591,130.619
2022年04月28日 17:40,130.619,130.728,130.548,130.72
2022年04月28日 17:50,130.72,130.954,130.713,130.921
2022年04月28日 18:00,130.921,131.007,130.851,130.958
2022年04月28日 18:10,130.96,131.002,130.83,130.842
2022年04月28日 18:20,130.851,130.892,130.181,130.226
2022年04月28日 18:30,130.253,130.586,130.238,130.565
2022年04月28日 18:40,130.565,130.67,130.508,130.563
2022年04月28日 18:50,130.562,130.594,130.44,130.585
2022年04月28日 19:00,130.586,130.599,130.415,130.464
2022年04月28日 19:10,130.464,130.488,130.262,130.362
2022年04月28日 19:20,130.362,130.446,130.168,130.195
2022年04月28日 19:30,130.207,130.336,130.19,130.3
2022年04月28日 19:40,130.299,130.44,130.294,130.44
2022年04月28日 19:50,130.44,130.495,130.358,130.392
2022年04月28日 20:00,130.393,130.578,130.364,130.565
2022年04月28日 20:10,130.565,130.669,130.541,130.652
2022年04月28日 20:20,130.653,130.73,130.595,130.672
2022年04月28日 20:30,130.67,130.786,130.664,130.76
2022年04月28日 20:40,130.759,130.781,130.658,130.78
2022年04月28日 20:50,130.773,130.936,130.769,130.913
2022年04月28日 21:00,130.913,130.917,130.808,130.848
2022年04月28日 21:10,130.848,130.903,130.753,130.889
2022年04月28日 21:20,130.89,130.919,130.811,130.811
2022年04月28日 21:30,130.774,130.811,130.278,130.584
2022年04月28日 21:40,130.584,130.81,130.57,130.775
2022年04月28日 21:50,130.774,130.85,130.751,130.808
2022年04月28日 22:00,130.808,130.897,130.658,130.779
2022年04月28日 22:10,130.779,130.796,130.623,130.731
2022年04月28日 22:20,130.732,130.838,130.696,130.768
2022年04月28日 22:30,130.768,130.79,130.609,130.617
2022年04月28日 22:40,130.61,130.758,130.573,130.704
2022年04月28日 22:50,130.703,130.897,130.626,130.897
2022年04月28日 23:00,130.895,130.908,130.794,130.901
2022年04月28日 23:10,130.912,131.245,130.864,131.228
2022年04月28日 23:20,131.227,131.228,131.06,131.099
2022年04月28日 23:30,131.099,131.211,131.077,131.164
2022年04月28日 23:40,131.164,131.242,131.043,131.205
2022年04月28日 23:50,131.205,131.232,130.914,131.016
2022年04月29日 00:00,131.016,131.058,130.894,130.975
2022年04月29日 00:10,130.975,131.077,130.959,130.961
2022年04月29日 00:20,130.961,130.973,130.766,130.771
2022年04月29日 00:30,130.771,130.865,130.765,130.783
2022年04月29日 00:40,130.782,130.871,130.708,130.866
2022年04月29日 00:50,130.867,130.969,130.867,130.931
2022年04月29日 01:00,130.929,130.954,130.877,130.941
2022年04月29日 01:10,130.941,131.106,130.935,131.104
2022年04月29日 01:20,131.104,131.122,130.996,130.999
2022年04月29日 01:30,130.999,131.046,130.943,130.943
2022年04月29日 01:40,130.943,130.996,130.884,130.9
2022年04月29日 01:50,130.903,130.985,130.899,130.959
2022年04月29日 02:00,130.96,131.033,130.944,131.019
2022年04月29日 02:10,131.019,131.053,130.969,130.979
2022年04月29日 02:20,130.979,131.022,130.953,131.02
2022年04月29日 02:30,131.021,131.077,131.003,131.074
2022年04月29日 02:40,131.073,131.128,131.031,131.095
2022年04月29日 02:50,131.096,131.121,131.067,131.101
2022年04月29日 03:00,131.101,131.102,131.096,131.097
2022年04月29日 03:00,131.101,131.109,131.023,131.026
2022年04月29日 03:10,131.026,131.026,130.94,130.955
2022年04月29日 03:20,130.956,130.959,130.807,130.857
2022年04月29日 03:30,130.855,130.962,130.821,130.956
2022年04月29日 03:40,130.956,130.963,130.923,130.923
2022年04月29日 03:50,130.924,130.981,130.89,130.893
2022年04月29日 04:00,130.893,130.902,130.813,130.888
2022年04月29日 04:10,130.887,130.936,130.879,130.932
2022年04月29日 04:20,130.932,130.941,130.877,130.882
2022年04月29日 04:30,130.882,130.908,130.85,130.899
2022年04月29日 04:40,130.899,130.933,130.873,130.93
2022年04月29日 04:50,130.93,130.931,130.854,130.881
2022年04月29日 05:00,130.881,130.908,130.844,130.854
2022年04月29日 05:10,130.854,130.865,130.843,130.86
2022年04月29日 05:20,130.86,130.862,130.761,130.787
2022年04月29日 05:30,130.786,130.892,130.786,130.89
2022年04月29日 05:40,130.891,130.892,130.84,130.85
2022年04月29日 05:50,130.85,130.867,130.747,130.772
2022年04月29日 06:00,130.772,130.816,130.772,130.816
2022年04月29日 06:10,130.816,130.826,130.795,130.826
2022年04月29日 06:20,130.826,130.826,130.826,130.826
2022年04月29日 06:30,130.837,130.87,130.826,130.827
2022年04月29日 06:40,130.827,130.837,130.812,130.837
2022年04月29日 06:50,130.837,130.837,130.827,130.832
