日付,始値,高値,安値,終値
2022年03月12日 02:50,117.163,117.21,117.161,117.192
2022年03月12日 03:00,117.191,117.194,117.19,117.192
2022年03月12日 03:00,117.191,117.194,117.144,117.163
2022年03月12日 03:10,117.163,117.192,117.15,117.188
2022年03月12日 03:20,117.188,117.203,117.175,117.198
2022年03月12日 03:30,117.198,117.224,117.19,117.22
2022年03月12日 03:40,117.22,117.304,117.22,117.264
2022年03月12日 03:50,117.264,117.27,117.245,117.246
2022年03月12日 04:00,117.246,117.286,117.229,117.283
2022年03月12日 04:10,117.284,117.287,117.247,117.247
2022年03月12日 04:20,117.247,117.319,117.247,117.295
2022年03月12日 04:30,117.295,117.308,117.277,117.301
2022年03月12日 04:40,117.301,117.329,117.3,117.328
2022年03月12日 04:50,117.328,117.353,117.292,117.349
2022年03月12日 05:00,117.345,117.345,117.284,117.284
2022年03月12日 05:10,117.284,117.314,117.267,117.309
2022年03月12日 05:20,117.309,117.322,117.285,117.301
2022年03月12日 05:30,117.301,117.337,117.296,117.326
2022年03月12日 05:40,117.326,117.329,117.303,117.311
2022年03月12日 05:50,117.311,117.314,117.204,117.246
2022年03月12日 06:00,117.246,117.305,117.224,117.274
2022年03月12日 06:10,117.274,117.279,117.215,117.271
2022年03月12日 06:20,117.271,117.281,117.23,117.27
2022年03月12日 06:30,117.27,117.295,117.236,117.282
2022年03月12日 06:40,117.282,117.298,117.224,117.281
2022年03月12日 06:50,117.281,117.317,117.249,117.293
2022年03月14日 07:00,117.322,117.36,117.305,117.325
2022年03月14日 07:10,117.325,117.39,117.32,117.385
2022年03月14日 07:20,117.385,117.471,117.37,117.46
2022年03月14日 07:30,117.46,117.548,117.456,117.545
2022年03月14日 07:40,117.543,117.554,117.522,117.536
2022年03月14日 07:50,117.536,117.537,117.513,117.516
2022年03月14日 08:00,117.516,117.521,117.459,117.495
2022年03月14日 08:10,117.494,117.507,117.461,117.499
2022年03月14日 08:20,117.497,117.572,117.496,117.571
2022年03月14日 08:30,117.569,117.595,117.537,117.54
2022年03月14日 08:40,117.539,117.56,117.515,117.533
2022年03月14日 08:50,117.533,117.576,117.516,117.53
2022年03月14日 09:00,117.529,117.559,117.454,117.511
2022年03月14日 09:10,117.511,117.551,117.475,117.544
2022年03月14日 09:20,117.545,117.584,117.518,117.563
2022年03月14日 09:30,117.563,117.59,117.55,117.576
2022年03月14日 09:40,117.575,117.59,117.551,117.581
2022年03月14日 09:50,117.58,117.605,117.495,117.525
2022年03月14日 10:00,117.526,117.54,117.465,117.514
2022年03月14日 10:10,117.514,117.553,117.506,117.534
2022年03月14日 10:20,117.535,117.541,117.494,117.508
2022年03月14日 10:30,117.508,117.65,117.5,117.646
2022年03月14日 10:40,117.646,117.725,117.644,117.699
2022年03月14日 10:50,117.698,117.732,117.69,117.712
2022年03月14日 11:00,117.712,117.723,117.686,117.708
2022年03月14日 11:10,117.708,117.768,117.708,117.755
2022年03月14日 11:20,117.757,117.833,117.753,117.789
2022年03月14日 11:30,117.79,117.808,117.775,117.803
2022年03月14日 11:40,117.804,117.874,117.801,117.852
2022年03月14日 11:50,117.852,117.857,117.799,117.831
2022年03月14日 12:00,117.831,117.839,117.782,117.808
2022年03月14日 12:10,117.808,117.824,117.787,117.816
2022年03月14日 12:20,117.816,117.839,117.814,117.832
2022年03月14日 12:30,117.832,117.837,117.8,117.817
2022年03月14日 12:40,117.817,117.822,117.796,117.8
2022年03月14日 12:50,117.799,117.835,117.799,117.817
2022年03月14日 13:00,117.817,117.83,117.806,117.813
2022年03月14日 13:10,117.814,117.835,117.81,117.829
2022年03月14日 13:20,117.829,117.832,117.81,117.813
2022年03月14日 13:30,117.814,117.815,117.786,117.79
2022年03月14日 13:40,117.789,117.797,117.759,117.768
2022年03月14日 13:50,117.768,117.771,117.618,117.639
2022年03月14日 14:00,117.639,117.778,117.639,117.773
2022年03月14日 14:10,117.772,117.781,117.736,117.76
2022年03月14日 14:20,117.759,117.763,117.717,117.732
2022年03月14日 14:30,117.732,117.78,117.718,117.766
2022年03月14日 14:40,117.765,117.775,117.745,117.773
2022年03月14日 14:50,117.773,117.81,117.765,117.804
2022年03月14日 15:00,117.803,117.804,117.801,117.802
2022年03月14日 15:00,117.803,117.804,117.762,117.795
2022年03月14日 15:10,117.794,117.819,117.781,117.79
2022年03月14日 15:20,117.79,117.793,117.762,117.779
2022年03月14日 15:30,117.78,117.808,117.76,117.803
2022年03月14日 15:40,117.803,117.805,117.767,117.781
2022年03月14日 15:50,117.781,117.831,117.767,117.812
2022年03月14日 16:00,117.812,117.819,117.772,117.794
2022年03月14日 16:10,117.794,117.814,117.769,117.796
2022年03月14日 16:20,117.796,117.803,117.752,117.773
2022年03月14日 16:30,117.773,117.781,117.731,117.742
2022年03月14日 16:40,117.742,117.763,117.68,117.7
2022年03月14日 16:50,117.701,117.739,117.688,117.718
2022年03月14日 17:00,117.718,117.74,117.696,117.721
2022年03月14日 17:10,117.721,117.798,117.72,117.795
2022年03月14日 17:20,117.794,117.827,117.757,117.758
2022年03月14日 17:30,117.759,117.792,117.718,117.723
2022年03月14日 17:40,117.723,117.736,117.693,117.706
2022年03月14日 17:50,117.705,117.742,117.699,117.732
2022年03月14日 18:00,117.732,117.789,117.731,117.788
2022年03月14日 18:10,117.787,117.826,117.781,117.802
2022年03月14日 18:20,117.801,117.821,117.734,117.743
2022年03月14日 18:30,117.743,117.845,117.741,117.805
2022年03月14日 18:40,117.804,117.848,117.778,117.845
2022年03月14日 18:50,117.845,117.92,117.835,117.91
2022年03月14日 19:00,117.91,118.029,117.872,117.998
2022年03月14日 19:10,117.998,118.003,117.916,117.92
2022年03月14日 19:20,117.92,118.02,117.902,117.989
2022年03月14日 19:30,117.989,118.017,117.968,117.982
2022年03月14日 19:40,117.982,118.009,117.954,118.002
2022年03月14日 19:50,118.002,118.058,117.987,118.045
2022年03月14日 20:00,118.045,118.046,117.992,118.036
2022年03月14日 20:10,118.035,118.036,117.958,117.987
2022年03月14日 20:20,117.987,118.03,117.953,117.98
2022年03月14日 20:30,117.98,118.007,117.949,117.973
2022年03月14日 20:40,117.974,117.981,117.948,117.962
2022年03月14日 20:50,117.961,117.969,117.921,117.952
2022年03月14日 21:00,117.952,117.959,117.846,117.851
2022年03月14日 21:10,117.851,117.913,117.825,117.904
2022年03月14日 21:20,117.904,117.942,117.89,117.929
2022年03月14日 21:30,117.929,117.955,117.893,117.95
2022年03月14日 21:40,117.95,117.957,117.865,117.881
2022年03月14日 21:50,117.882,117.945,117.866,117.902
2022年03月14日 22:00,117.902,117.947,117.867,117.943
2022年03月14日 22:10,117.942,118.004,117.921,117.991
2022年03月14日 22:20,117.99,118.005,117.965,117.996
2022年03月14日 22:30,117.997,118.021,117.948,117.962
2022年03月14日 22:40,117.962,117.994,117.954,117.987
2022年03月14日 22:50,117.989,118.016,117.982,118.005
2022年03月14日 23:00,118.005,118.01,117.945,117.987
2022年03月14日 23:10,117.987,118.0,117.931,117.939
2022年03月14日 23:20,117.939,117.95,117.922,117.937
2022年03月14日 23:30,117.936,117.954,117.909,117.944
2022年03月14日 23:40,117.944,117.967,117.93,117.951
2022年03月14日 23:50,117.951,117.955,117.847,117.896
2022年03月15日 00:00,117.897,117.931,117.892,117.919
2022年03月15日 00:10,117.919,117.945,117.9,117.938
2022年03月15日 00:20,117.938,117.947,117.903,117.921
2022年03月15日 00:30,117.921,117.96,117.911,117.915
2022年03月15日 00:40,117.915,117.956,117.889,117.956
2022年03月15日 00:50,117.956,117.998,117.95,117.995
2022年03月15日 01:00,117.995,118.028,117.94,117.953
2022年03月15日 01:10,117.953,117.967,117.934,117.944
2022年03月15日 01:20,117.943,118.001,117.939,117.996
2022年03月15日 01:30,117.997,118.004,117.962,117.966
2022年03月15日 01:40,117.967,117.974,117.933,117.943
2022年03月15日 01:50,117.943,117.998,117.942,117.969
2022年03月15日 02:00,117.969,117.976,117.94,117.951
2022年03月15日 02:10,117.951,117.955,117.9,117.919
2022年03月15日 02:20,117.918,117.952,117.9,117.947
2022年03月15日 02:30,117.947,117.962,117.921,117.923
2022年03月15日 02:40,117.923,117.963,117.921,117.933
2022年03月15日 02:50,117.936,117.976,117.929,117.966
2022年03月15日 03:00,117.965,117.985,117.951,117.983
2022年03月15日 03:10,117.983,118.048,117.982,118.031
2022年03月15日 03:20,118.032,118.043,118.025,118.031
2022年03月15日 03:30,118.031,118.074,118.025,118.06
2022年03月15日 03:40,118.061,118.07,118.042,118.05
2022年03月15日 03:50,118.05,118.095,118.048,118.095
2022年03月15日 04:00,118.095,118.095,118.071,118.075
2022年03月15日 04:10,118.075,118.106,118.073,118.094
2022年03月15日 04:20,118.094,118.111,118.085,118.108
2022年03月15日 04:30,118.108,118.128,118.102,118.122
2022年03月15日 04:40,118.122,118.177,118.118,118.172
2022年03月15日 04:50,118.173,118.189,118.17,118.183
2022年03月15日 05:00,118.184,118.213,118.181,118.211
2022年03月15日 05:10,118.21,118.214,118.193,118.194
2022年03月15日 05:20,118.195,118.197,118.123,118.13
2022年03月15日 05:30,118.13,118.154,118.113,118.152
2022年03月15日 05:40,118.152,118.166,118.129,118.159
2022年03月15日 05:50,118.159,118.212,118.114,118.181
2022年03月15日 06:00,118.181,118.184,118.1,118.109
2022年03月15日 06:10,118.109,118.19,118.1,118.163
2022年03月15日 06:20,118.163,118.174,118.163,118.172
2022年03月15日 06:30,118.172,118.197,118.171,118.184
2022年03月15日 06:40,118.184,118.186,118.174,118.183
2022年03月15日 06:50,118.18,118.186,118.175,118.18
2022年03月15日 07:00,118.18,118.2,118.18,118.187
2022年03月15日 07:10,118.187,118.26,118.187,118.26
2022年03月15日 07:20,118.259,118.299,118.225,118.23
2022年03月15日 07:30,118.23,118.294,118.225,118.265
2022年03月15日 07:40,118.265,118.27,118.234,118.246
2022年03月15日 07:50,118.25,118.28,118.235,118.276
2022年03月15日 08:00,118.276,118.281,118.257,118.266
2022年03月15日 08:10,118.266,118.278,118.252,118.277
2022年03月15日 08:20,118.277,118.292,118.264,118.291
2022年03月15日 08:30,118.291,118.293,118.261,118.274
2022年03月15日 08:40,118.274,118.274,118.249,118.259
2022年03月15日 08:50,118.259,118.262,118.212,118.215
2022年03月15日 09:00,118.215,118.259,118.212,118.229
2022年03月15日 09:10,118.23,118.23,118.145,118.168
2022年03月15日 09:20,118.168,118.194,118.106,118.194
2022年03月15日 09:30,118.194,118.225,118.165,118.171
2022年03月15日 09:40,118.171,118.194,118.131,118.169
2022年03月15日 09:50,118.169,118.234,118.167,118.2
2022年03月15日 10:00,118.201,118.271,118.185,118.268
2022年03月15日 10:10,118.268,118.358,118.247,118.34
2022年03月15日 10:20,118.34,118.446,118.332,118.412
2022年03月15日 10:30,118.412,118.423,118.345,118.359
2022年03月15日 10:40,118.358,118.371,118.335,118.355
2022年03月15日 10:50,118.356,118.358,118.277,118.322
2022年03月15日 11:00,118.321,118.324,118.248,118.281
2022年03月15日 11:10,118.281,118.35,118.274,118.334
2022年03月15日 11:20,118.334,118.382,118.265,118.27
2022年03月15日 11:30,118.27,118.337,118.27,118.29
2022年03月15日 11:40,118.291,118.332,118.291,118.326
2022年03月15日 11:50,118.326,118.348,118.302,118.303
2022年03月15日 12:00,118.302,118.316,118.228,118.311
2022年03月15日 12:10,118.312,118.322,118.29,118.303
2022年03月15日 12:20,118.303,118.303,118.269,118.283
2022年03月15日 12:30,118.284,118.34,118.283,118.337
2022年03月15日 12:40,118.337,118.371,118.332,118.342
2022年03月15日 12:50,118.342,118.344,118.32,118.329
2022年03月15日 13:00,118.329,118.362,118.321,118.337
2022年03月15日 13:10,118.337,118.342,118.306,118.329
2022年03月15日 13:20,118.328,118.348,118.318,118.328
2022年03月15日 13:30,118.327,118.333,118.304,118.309
2022年03月15日 13:40,118.309,118.353,118.286,118.351
2022年03月15日 13:50,118.351,118.365,118.339,118.362
2022年03月15日 14:00,118.361,118.365,118.335,118.353
2022年03月15日 14:10,118.353,118.388,118.35,118.378
2022年03月15日 14:20,118.378,118.383,118.343,118.354
2022年03月15日 14:30,118.354,118.37,118.341,118.358
2022年03月15日 14:40,118.358,118.359,118.335,118.347
2022年03月15日 14:50,118.347,118.347,118.344,118.345
2022年03月15日 14:50,118.347,118.351,118.315,118.328
2022年03月15日 15:00,118.328,118.34,118.307,118.316
2022年03月15日 15:10,118.315,118.328,118.281,118.294
2022年03月15日 15:20,118.294,118.333,118.285,118.322
2022年03月15日 15:30,118.322,118.343,118.297,118.308
2022年03月15日 15:40,118.308,118.329,118.294,118.297
2022年03月15日 15:50,118.297,118.356,118.296,118.339
2022年03月15日 16:00,118.339,118.353,118.013,118.099
2022年03月15日 16:10,118.099,118.106,117.839,117.99
2022年03月15日 16:20,117.99,118.0,117.927,117.98
2022年03月15日 16:30,117.98,118.077,117.98,117.989
2022年03月15日 16:40,117.989,118.003,117.933,117.948
2022年03月15日 16:50,117.949,117.996,117.931,117.974
2022年03月15日 17:00,117.975,118.056,117.969,118.004
2022年03月15日 17:10,118.004,118.011,117.91,117.916
2022年03月15日 17:20,117.914,117.93,117.731,117.848
2022年03月15日 17:30,117.848,117.858,117.696,117.79
2022年03月15日 17:40,117.79,117.823,117.788,117.815
2022年03月15日 17:50,117.815,117.854,117.775,117.788
2022年03月15日 18:00,117.788,117.893,117.788,117.887
2022年03月15日 18:10,117.888,117.958,117.88,117.906
2022年03月15日 18:20,117.906,117.957,117.9,117.924
2022年03月15日 18:30,117.924,117.963,117.917,117.942
2022年03月15日 18:40,117.942,118.005,117.93,117.993
2022年03月15日 18:50,117.993,118.004,117.925,117.967
2022年03月15日 19:00,117.967,117.975,117.921,117.937
2022年03月15日 19:10,117.938,117.98,117.932,117.952
2022年03月15日 19:20,117.952,117.97,117.935,117.964
2022年03月15日 19:30,117.964,118.042,117.959,117.98
2022年03月15日 19:40,117.98,118.009,117.969,117.993
2022年03月15日 19:50,117.993,118.038,117.989,118.008
2022年03月15日 20:00,118.01,118.083,118.006,118.071
2022年03月15日 20:10,118.071,118.095,118.041,118.044
2022年03月15日 20:20,118.044,118.058,117.992,118.023
2022年03月15日 20:30,118.023,118.043,118.007,118.015
2022年03月15日 20:40,118.015,118.024,117.975,117.982
2022年03月15日 20:50,117.983,117.987,117.895,117.895
2022年03月15日 21:00,117.895,117.896,117.808,117.821
2022年03月15日 21:10,117.82,117.876,117.81,117.872
2022年03月15日 21:20,117.869,117.928,117.86,117.92
2022年03月15日 21:30,117.921,117.926,117.817,117.836
2022年03月15日 21:40,117.836,117.869,117.789,117.869
2022年03月15日 21:50,117.87,117.984,117.861,117.973
2022年03月15日 22:00,117.975,117.997,117.922,117.924
2022年03月15日 22:10,117.925,118.031,117.922,118.012
2022年03月15日 22:20,118.011,118.027,117.971,117.997
2022年03月15日 22:30,117.994,118.041,117.975,118.013
2022年03月15日 22:40,118.014,118.04,117.949,117.954
2022年03月15日 22:50,117.953,117.954,117.857,117.87
2022年03月15日 23:00,117.87,117.943,117.851,117.897
2022年03月15日 23:10,117.897,118.007,117.889,118.007
2022年03月15日 23:20,118.006,118.075,118.004,118.073
2022年03月15日 23:30,118.075,118.193,118.056,118.144
2022年03月15日 23:40,118.144,118.155,118.12,118.149
2022年03月15日 23:50,118.15,118.152,118.059,118.118
2022年03月16日 00:00,118.118,118.143,118.108,118.14
2022年03月16日 00:10,118.14,118.192,118.138,118.181
2022年03月16日 00:20,118.182,118.225,118.154,118.221
2022年03月16日 00:30,118.221,118.255,118.199,118.239
2022年03月16日 00:40,118.24,118.247,118.205,118.211
2022年03月16日 00:50,118.211,118.216,118.11,118.191
2022年03月16日 01:00,118.192,118.266,118.181,118.252
2022年03月16日 01:10,118.252,118.303,118.249,118.299
2022年03月16日 01:20,118.298,118.299,118.253,118.259
2022年03月16日 01:30,118.258,118.271,118.22,118.264
2022年03月16日 01:40,118.264,118.301,118.259,118.291
2022年03月16日 01:50,118.291,118.339,118.289,118.303
2022年03月16日 02:00,118.304,118.331,118.291,118.291
2022年03月16日 02:10,118.291,118.292,118.251,118.256
2022年03月16日 02:20,118.257,118.281,118.23,118.256
2022年03月16日 02:30,118.256,118.3,118.243,118.282
2022年03月16日 02:40,118.281,118.301,118.276,118.293
2022年03月16日 02:50,118.293,118.336,118.286,118.336
2022年03月16日 03:00,118.334,118.346,118.294,118.34
2022年03月16日 03:10,118.339,118.363,118.331,118.36
2022年03月16日 03:20,118.359,118.393,118.333,118.353
2022年03月16日 03:30,118.352,118.376,118.329,118.371
2022年03月16日 03:40,118.371,118.372,118.308,118.323
2022年03月16日 03:50,118.323,118.334,118.285,118.314
2022年03月16日 04:00,118.314,118.322,118.272,118.301
2022年03月16日 04:10,118.301,118.306,118.281,118.284
2022年03月16日 04:20,118.284,118.289,118.257,118.258
2022年03月16日 04:30,118.258,118.285,118.253,118.284
2022年03月16日 04:40,118.284,118.315,118.28,118.311
2022年03月16日 04:50,118.311,118.314,118.261,118.291
2022年03月16日 05:00,118.291,118.293,118.258,118.29
2022年03月16日 05:10,118.289,118.312,118.288,118.3
2022年03月16日 05:20,118.301,118.33,118.301,118.329
2022年03月16日 05:30,118.33,118.331,118.301,118.313
2022年03月16日 05:40,118.313,118.317,118.296,118.297
2022年03月16日 05:50,118.296,118.307,118.273,118.29
2022年03月16日 06:00,118.292,118.297,118.285,118.29
